"Store","Dept","Date","Weekly_Sales","IsHoliday"
1,2,"2011-07-01",45247.74,FALSE
1,14,"2010-07-16",13550.19,FALSE
1,9,"2012-08-17",23503.86,FALSE
1,19,"2010-08-06",2169.9,FALSE
1,22,"2011-11-18",7206.64,FALSE
1,12,"2012-09-14",10484.08,FALSE
1,2,"2010-06-18",44428.71,FALSE
1,9,"2012-09-28",40712.85,FALSE
1,23,"2011-08-26",24851.96,FALSE
1,27,"2010-08-13",967.53,FALSE
1,3,"2011-04-22",8468.72,FALSE
1,10,"2011-03-04",36246.52,FALSE
1,6,"2010-10-22",4291.27,FALSE
1,10,"2012-07-06",39189.33,FALSE
1,16,"2010-02-12",11873.89,TRUE
1,12,"2012-07-13",9318.1,FALSE
1,16,"2011-02-25",23253.54,FALSE
1,23,"2010-07-16",19234.02,FALSE
1,19,"2012-06-01",1406,FALSE
1,1,"2010-07-30",15381.82,FALSE
1,10,"2011-12-02",32006.18,FALSE
1,21,"2010-06-25",8143.9,FALSE
1,30,"2010-11-19",2781.26,FALSE
1,7,"2012-04-13",21302.3,FALSE
1,20,"2010-04-02",3468.69,FALSE
1,24,"2010-04-30",4628.59,FALSE
1,22,"2011-09-09",9716.37,TRUE
1,7,"2012-09-28",22343.24,FALSE
1,28,"2012-06-15",419.35,FALSE
1,3,"2012-04-06",9335.24,FALSE
1,24,"2011-06-17",3181.97,FALSE
1,8,"2012-01-27",34644.25,FALSE
1,7,"2010-07-09",22767.34,FALSE
1,24,"2011-11-25",10847.14,TRUE
1,23,"2010-10-08",22280.97,FALSE
1,20,"2010-04-02",3468.69,FALSE
1,20,"2010-06-25",5084.26,FALSE
1,14,"2012-08-10",12434.69,FALSE
1,12,"2012-08-03",11298.13,FALSE
1,13,"2012-06-29",40099.49,FALSE
1,6,"2012-08-17",2725.3,FALSE
1,22,"2012-02-24",8625.07,FALSE
1,20,"2010-08-27",3607.91,FALSE
1,4,"2010-06-11",36579.96,FALSE
1,6,"2010-11-26",20163.69,TRUE
1,23,"2011-01-28",13915.16,FALSE
1,12,"2010-06-11",10889.4,FALSE
1,23,"2011-03-04",21611.57,FALSE
1,17,"2012-09-21",7143.59,FALSE
1,21,"2012-03-09",7309.95,FALSE
1,11,"2010-12-10",27581.07,FALSE
1,8,"2011-01-14",34228.3,FALSE
1,27,"2011-02-25",1333.69,FALSE
1,19,"2012-09-14",733.78,FALSE
1,13,"2012-09-21",39746.87,FALSE
1,19,"2012-03-16",1273.4,FALSE
1,6,"2010-02-19",6060.26,FALSE
1,22,"2011-11-25",20555.07,TRUE
1,30,"2012-02-17",3725.26,FALSE
1,14,"2012-07-20",12083.33,FALSE
1,1,"2010-02-19",41595.55,FALSE
1,3,"2012-02-03",12485.78,FALSE
1,20,"2012-10-26",2680.53,FALSE
1,20,"2012-09-07",4342.34,TRUE
1,27,"2011-01-28",1320.18,FALSE
1,4,"2011-04-15",33466.89,FALSE
1,13,"2010-05-14",36499.93,FALSE
1,12,"2011-09-02",10325.4,FALSE
1,8,"2011-09-09",34246.67,TRUE
1,14,"2011-05-27",12746.66,FALSE
1,5,"2012-09-14",19369.52,FALSE
1,6,"2012-03-23",2856.83,FALSE
1,29,"2012-04-27",3698.19,FALSE
1,12,"2010-11-05",9345.99,FALSE
1,2,"2012-03-23",44796.03,FALSE
1,8,"2011-04-01",35319.05,FALSE
1,10,"2011-05-13",28848.69,FALSE
1,18,"2011-02-25",957.7,FALSE
1,12,"2011-02-18",11484.78,FALSE
1,6,"2012-05-25",5131.26,FALSE
1,1,"2010-08-27",15793.87,FALSE
1,8,"2012-03-23",33758.45,FALSE
1,26,"2012-08-03",5764.11,FALSE
1,23,"2011-12-30",23757.52,TRUE
1,5,"2011-04-15",22719.82,FALSE
1,22,"2010-05-14",6772.41,FALSE
1,26,"2010-12-10",8726.6,FALSE
1,13,"2011-04-08",38076.86,FALSE
1,2,"2012-06-15",46637.48,FALSE
1,13,"2011-04-15",35263.45,FALSE
1,28,"2010-02-12",1008.36,TRUE
1,14,"2012-09-07",13711.08,TRUE
1,7,"2012-10-19",21937.45,FALSE
1,6,"2011-03-04",3882.86,FALSE
1,29,"2012-08-10",4162.46,FALSE
1,21,"2012-06-22",7768.11,FALSE
1,27,"2012-08-03",1145.67,FALSE
1,1,"2012-08-17",17330.7,FALSE
1,23,"2011-01-21",17596,FALSE
1,21,"2012-03-30",8410.81,FALSE
1,20,"2010-10-15",3300.77,FALSE
1,1,"2011-07-01",15363.5,FALSE
1,25,"2012-06-15",10329.88,FALSE
1,18,"2012-09-14",649.09,FALSE
1,11,"2012-04-06",28971.93,FALSE
1,25,"2012-01-27",6350.26,FALSE
1,28,"2012-01-20",634.48,FALSE
1,26,"2010-07-02",5552.42,FALSE
1,8,"2010-12-31",32751.73,TRUE
1,2,"2010-12-10",46955.82,FALSE
1,6,"2010-11-19",3507.65,FALSE
1,17,"2012-01-27",7237.41,FALSE
1,6,"2010-12-10",6440.06,FALSE
1,18,"2012-04-06",14283.73,FALSE
1,25,"2010-02-05",11609.5,FALSE
1,9,"2011-09-16",27333.83,FALSE
1,19,"2010-04-16",1483.5,FALSE
1,11,"2012-08-03",27759.99,FALSE
1,11,"2012-05-04",31670.38,FALSE
1,26,"2011-06-24",5543.24,FALSE
1,18,"2010-09-17",1583.71,FALSE
1,28,"2010-02-26",986.07,FALSE
1,29,"2010-08-13",5075.2,FALSE
1,28,"2010-09-10",478.76,TRUE
1,21,"2011-01-21",6480.25,FALSE
1,29,"2012-10-12",3465.18,FALSE
1,21,"2012-02-17",9065.08,FALSE
1,19,"2012-07-13",1003.66,FALSE
1,5,"2011-03-04",28902.37,FALSE
1,20,"2011-01-07",3218.91,FALSE
1,1,"2010-12-17",44912.86,FALSE
1,30,"2010-02-26",3614.48,FALSE
1,14,"2010-10-29",11955.77,FALSE
1,23,"2012-03-02",22257.51,FALSE
1,27,"2012-10-05",1492.09,FALSE
1,5,"2011-10-14",22917.89,FALSE
1,7,"2010-11-26",72635.06,TRUE
1,6,"2011-09-23",4718.28,FALSE
1,3,"2010-04-09",10179.29,FALSE
1,23,"2012-03-23",19261.99,FALSE
1,25,"2012-09-28",7685.71,FALSE
1,13,"2010-06-11",39657.1,FALSE
1,30,"2012-06-15",2752.74,FALSE
1,8,"2010-05-28",35046.1,FALSE
1,23,"2012-10-05",19478.62,FALSE
1,11,"2011-08-19",18661.68,FALSE
1,11,"2012-04-13",21874.45,FALSE
1,20,"2010-03-19",4458.06,FALSE
1,2,"2012-10-19",42354.72,FALSE
1,12,"2010-02-19",9165.98,FALSE
1,20,"2012-04-27",4844.73,FALSE
1,25,"2012-04-06",14732.09,FALSE
1,29,"2010-09-24",3775.77,FALSE
1,27,"2011-12-23",5131.93,FALSE
1,23,"2011-04-22",19716.05,FALSE
1,10,"2012-08-10",33834.22,FALSE
1,22,"2010-05-28",5729.72,FALSE
1,4,"2010-09-03",38321.88,FALSE
1,21,"2010-05-28",8570.69,FALSE
1,2,"2010-09-24",42477.49,FALSE
1,10,"2012-01-13",23995.69,FALSE
1,3,"2010-06-25",6591.22,FALSE
1,9,"2012-10-05",40439.53,FALSE
1,14,"2012-03-16",12757.86,FALSE
1,6,"2010-11-26",20163.69,TRUE
1,2,"2012-10-05",48577.08,FALSE
1,24,"2010-06-11",4863.25,FALSE
1,7,"2011-03-11",20304.74,FALSE
1,29,"2011-01-07",4993.4,FALSE
1,24,"2012-08-17",12967.94,FALSE
1,25,"2011-04-15",10168.91,FALSE
1,26,"2011-09-09",4217.53,TRUE
1,11,"2011-08-05",33020.31,FALSE
1,12,"2011-04-29",9874.94,FALSE
1,5,"2012-07-27",14105.4,FALSE
1,28,"2012-07-13",331.24,FALSE
1,13,"2012-09-07",44373.19,TRUE
1,18,"2011-03-04",2.75,FALSE
1,6,"2010-05-14",6982.17,FALSE
1,27,"2010-06-25",935.32,FALSE
1,30,"2010-05-07",5308.69,FALSE
1,22,"2012-09-07",7669.83,TRUE
1,11,"2011-07-01",33808.27,FALSE
1,11,"2010-04-16",19991.95,FALSE
1,30,"2010-10-01",3257.42,FALSE
1,13,"2011-05-13",35378.71,FALSE
1,31,"2011-02-11",2486.2,TRUE
1,8,"2011-03-04",36369.58,FALSE
1,28,"2011-05-06",571.94,FALSE
1,12,"2010-08-06",12887.52,FALSE
1,23,"2010-12-31",18054.72,TRUE
1,18,"2011-04-01",1550.18,FALSE
1,2,"2011-03-11",48465.72,FALSE
1,7,"2012-04-27",18704.53,FALSE
1,9,"2010-08-27",19860.51,FALSE
1,26,"2011-07-01",5701.4,FALSE
1,29,"2012-01-27",3510.94,FALSE
1,23,"2012-08-03",22566.41,FALSE
1,28,"2011-02-11",780.76,TRUE
1,22,"2011-03-04",11331.35,FALSE
1,20,"2012-07-13",3737.06,FALSE
1,29,"2012-08-17",4208.19,FALSE
1,1,"2012-10-12",22764.01,FALSE
1,23,"2010-07-09",22121.47,FALSE
1,22,"2012-06-01",6332.62,FALSE
1,17,"2012-09-14",7075.73,FALSE
1,7,"2012-09-28",22343.24,FALSE
1,16,"2011-09-23",10893.91,FALSE
1,3,"2012-01-06",13926.04,FALSE
1,29,"2012-08-24",3966.86,FALSE
1,29,"2011-07-08",4581.24,FALSE
1,14,"2012-03-16",12757.86,FALSE
1,5,"2010-05-14",16891.66,FALSE
1,4,"2012-08-31",37802.97,FALSE
1,2,"2010-11-05",46381.43,FALSE
1,31,"2011-07-08",2217.51,FALSE
1,22,"2012-04-06",7462.34,FALSE
1,10,"2012-07-20",29187.22,FALSE
1,16,"2012-05-18",37505,FALSE
1,2,"2010-09-10",45182.5,TRUE
1,1,"2012-05-11",18164.2,FALSE
1,26,"2010-10-08",10543.31,FALSE
1,30,"2010-10-01",3257.42,FALSE
1,24,"2010-12-10",10646,FALSE
1,26,"2010-02-26",8541.14,FALSE
1,16,"2010-06-11",31807.72,FALSE
1,9,"2010-06-18",24934.43,FALSE
1,16,"2010-10-08",11501.93,FALSE
1,4,"2012-06-15",39019.74,FALSE
1,12,"2011-03-11",11762.08,FALSE
1,4,"2012-01-06",40925.76,FALSE
1,22,"2010-08-06",7703.29,FALSE
1,30,"2010-06-11",4225.12,FALSE
1,25,"2012-03-16",13002.03,FALSE
1,21,"2012-03-23",7602.33,FALSE
1,21,"2010-12-03",8844.39,FALSE
1,9,"2012-10-26",41040.84,FALSE
1,11,"2012-06-15",27802.84,FALSE
1,23,"2010-03-19",20132.03,FALSE
1,22,"2010-02-05",13623.98,FALSE
1,31,"2010-08-13",4900.77,FALSE
1,13,"2011-06-24",37316.12,FALSE
1,2,"2011-08-19",46391.12,FALSE
1,26,"2010-10-29",6105.17,FALSE
1,6,"2012-02-03",3981.09,FALSE
1,22,"2012-08-31",5742.4,FALSE
1,28,"2010-10-15",831.09,FALSE
1,18,"2012-10-19",10569.09,FALSE
1,4,"2011-02-25",33677.18,FALSE
1,8,"2012-07-20",37797.31,FALSE
1,13,"2010-10-08",42139.25,FALSE
1,9,"2010-10-08",35836.59,FALSE
1,12,"2011-11-11",10216.64,FALSE
1,7,"2011-10-28",26827.51,FALSE
1,7,"2011-07-29",16061.11,FALSE
1,16,"2010-10-15",11526.6,FALSE
1,12,"2010-11-05",9345.99,FALSE
1,30,"2010-12-10",2697,FALSE
1,13,"2011-01-28",36321.69,FALSE
1,1,"2012-07-20",16348.06,FALSE
1,11,"2012-01-06",25666.34,FALSE
1,10,"2012-08-03",32794.21,FALSE
1,30,"2010-08-27",4613.42,FALSE
1,1,"2010-04-02",57258.43,FALSE
1,12,"2010-07-23",11743.8,FALSE
1,19,"2012-08-24",1328.49,FALSE
1,27,"2011-03-25",1232.91,FALSE
1,26,"2011-11-11",7693.46,FALSE
1,23,"2012-05-18",18435.16,FALSE
1,11,"2012-06-15",27802.84,FALSE
1,8,"2012-09-14",37346.83,FALSE
1,27,"2011-11-25",1992.88,TRUE
1,10,"2011-03-11",31563.06,FALSE
1,29,"2012-05-25",3118.55,FALSE
1,14,"2012-06-08",12858.85,FALSE
1,27,"2010-05-21",957.93,FALSE
1,1,"2010-09-17",19354.23,FALSE
1,10,"2012-03-16",33405.1,FALSE
1,17,"2011-01-21",7658.87,FALSE
1,4,"2012-06-08",41124.27,FALSE
1,19,"2010-11-05",1344.66,FALSE
1,24,"2010-04-16",5536.07,FALSE
1,24,"2010-12-17",13318.9,FALSE
1,7,"2012-08-17",16256.91,FALSE
1,3,"2011-05-27",8120.7,FALSE
1,14,"2010-08-13",13579.21,FALSE
1,17,"2011-09-02",7577.4,FALSE
1,27,"2011-06-03",895.74,FALSE
1,1,"2012-02-03",23510.49,FALSE
1,4,"2012-06-29",39758.77,FALSE
1,28,"2010-04-09",1151.63,FALSE
1,21,"2011-10-28",8346.1,FALSE
1,3,"2010-04-16",9226.8,FALSE
1,30,"2010-08-06",4505.88,FALSE
1,13,"2011-12-09",36404.7,FALSE
1,27,"2011-03-04",1273.55,FALSE
1,8,"2010-12-24",41864,FALSE
1,22,"2011-11-11",6596.53,FALSE
1,16,"2012-01-06",6258.08,FALSE
1,7,"2010-05-28",36911.59,FALSE
1,6,"2011-04-01",3249.27,FALSE
1,1,"2012-08-24",16286.4,FALSE
1,22,"2010-06-04",7708.71,FALSE
1,1,"2011-02-04",21665.76,FALSE
1,29,"2010-06-18",4022,FALSE
1,31,"2011-09-02",2012.19,FALSE
1,24,"2012-06-01",3853.81,FALSE
1,7,"2010-05-21",28726.86,FALSE
1,9,"2011-02-04",18799.82,FALSE
1,18,"2011-09-23",2540.81,FALSE
1,2,"2012-02-17",46085.47,FALSE
1,30,"2012-08-03",3202.68,FALSE
1,19,"2011-04-15",953.55,FALSE
1,14,"2012-06-22",13158.38,FALSE
1,19,"2010-08-20",1797.85,FALSE
1,29,"2012-07-06",3925.61,FALSE
1,17,"2012-03-09",11553.98,FALSE
1,28,"2010-02-26",986.07,FALSE
1,7,"2010-07-16",22666.55,FALSE
1,14,"2010-07-16",13550.19,FALSE
1,4,"2011-04-22",35132.7,FALSE
1,17,"2010-08-06",9851.77,FALSE
1,13,"2011-07-01",37414.14,FALSE
1,30,"2010-10-08",3881.3,FALSE
1,26,"2010-02-26",8541.14,FALSE
1,2,"2010-07-09",46752.12,FALSE
1,20,"2012-08-03",4708.44,FALSE
1,3,"2011-05-27",8120.7,FALSE
1,4,"2012-07-13",38073.91,FALSE
1,7,"2011-01-28",13957.4,FALSE
1,2,"2010-03-26",41892.55,FALSE
1,22,"2010-04-30",5271.14,FALSE
1,24,"2011-10-28",7173.54,FALSE
1,17,"2010-12-10",11917.53,FALSE
1,26,"2010-06-25",5754,FALSE
1,24,"2012-05-18",4439.01,FALSE
1,28,"2011-05-27",363.45,FALSE
1,28,"2010-12-31",516.85,TRUE
1,6,"2011-04-01",3249.27,FALSE
1,23,"2011-10-21",20272.49,FALSE
1,11,"2011-08-19",18661.68,FALSE
1,25,"2011-04-22",10590.44,FALSE
1,12,"2011-11-18",9872.05,FALSE
1,3,"2012-05-04",10655.35,FALSE
1,24,"2011-04-08",5130.31,FALSE
1,16,"2010-07-23",24642.3,FALSE
1,24,"2011-04-22",5903.09,FALSE
1,23,"2010-05-28",23409.56,FALSE
1,11,"2010-03-26",17592.13,FALSE
1,11,"2011-01-14",33958.52,FALSE
1,10,"2012-05-25",34203.35,FALSE
1,23,"2010-12-24",62381,FALSE
1,11,"2011-11-11",23541.72,FALSE
1,6,"2011-08-12",3124.83,FALSE
1,10,"2010-12-03",26558.42,FALSE
1,29,"2011-06-24",3608.28,FALSE
1,19,"2010-07-23",1563.01,FALSE
1,6,"2012-02-17",4223.42,FALSE
1,10,"2010-08-13",31271.9,FALSE
1,19,"2010-04-30",1384.69,FALSE
1,11,"2010-03-26",17592.13,FALSE
1,3,"2011-07-08",7366.5,FALSE
1,12,"2012-04-20",11730.26,FALSE
1,28,"2010-06-18",456.77,FALSE
1,13,"2011-12-02",37507.93,FALSE
1,19,"2012-04-06",875.56,FALSE
1,11,"2010-11-19",23243.67,FALSE
1,2,"2010-04-16",45025.02,FALSE
1,25,"2010-03-12",10705.75,FALSE
1,29,"2011-04-15",4176.76,FALSE
1,2,"2012-05-11",46717.76,FALSE
1,17,"2011-10-07",8149.44,FALSE
1,25,"2012-02-03",8798.84,FALSE
1,22,"2011-06-10",5776.12,FALSE
1,1,"2012-09-14",19616.22,FALSE
1,12,"2012-08-17",11447.03,FALSE
1,5,"2010-10-15",20443.05,FALSE
1,6,"2010-08-27",3389.29,FALSE
1,29,"2012-01-13",4008.75,FALSE
1,12,"2012-09-14",10484.08,FALSE
1,28,"2010-12-24",994.88,FALSE
1,16,"2011-05-13",40944.33,FALSE
1,24,"2011-03-11",5391.08,FALSE
1,8,"2011-12-02",35886.92,FALSE
1,1,"2010-12-03",22517.56,FALSE
1,10,"2011-07-29",30521.96,FALSE
1,2,"2011-01-21",41596.99,FALSE
1,8,"2012-04-13",37295.29,FALSE
1,1,"2011-05-20",15136.78,FALSE
1,27,"2011-09-30",939.73,FALSE
1,13,"2012-10-05",43746.89,FALSE
1,20,"2011-02-11",3232.53,TRUE
1,25,"2011-05-20",9257.67,FALSE
1,18,"2010-12-10",47266.75,FALSE
1,12,"2010-12-10",7204.15,FALSE
1,13,"2011-05-27",36203.13,FALSE
1,20,"2010-05-21",4020.38,FALSE
1,9,"2010-06-25",24514.39,FALSE
1,3,"2012-07-27",22716.7,FALSE
1,4,"2010-05-14",33657.7,FALSE
1,18,"2011-09-23",2540.81,FALSE
1,18,"2012-07-20",2.91,FALSE
1,21,"2012-09-07",8258.47,TRUE
1,29,"2010-07-30",4519.33,FALSE
1,21,"2012-07-13",6717.31,FALSE
1,26,"2012-03-02",8247.41,FALSE
1,6,"2011-02-18",4033.43,FALSE
1,28,"2011-07-15",350.95,FALSE
1,28,"2011-08-19",259.67,FALSE
1,12,"2012-04-13",10565.39,FALSE
1,21,"2011-03-11",7731.5,FALSE
1,13,"2010-03-05",40423.95,FALSE
1,30,"2010-03-19",3822.5,FALSE
1,29,"2012-06-15",3575.94,FALSE
1,29,"2010-02-12",7696.61,TRUE
1,24,"2011-09-09",4212.08,TRUE
1,19,"2011-06-17",489.9,FALSE
1,20,"2011-04-22",3570.88,FALSE
1,11,"2012-02-24",21750.64,FALSE
1,30,"2012-06-22",2784.5,FALSE
1,10,"2010-03-12",28208,FALSE
1,9,"2010-11-19",27561.57,FALSE
1,16,"2011-12-30",5052.77,TRUE
1,31,"2011-05-20",1548.74,FALSE
1,27,"2012-07-06",993.52,FALSE
1,20,"2012-02-03",4206.91,FALSE
1,7,"2011-12-16",69511.06,FALSE
1,24,"2011-04-01",5356.2,FALSE
1,10,"2012-07-20",29187.22,FALSE
1,18,"2011-05-13",227.24,FALSE
1,3,"2012-04-06",9335.24,FALSE
1,21,"2011-08-19",7619.8,FALSE
1,22,"2011-02-11",10871.95,TRUE
1,25,"2010-09-03",9170.32,FALSE
1,13,"2010-04-09",37638.44,FALSE
1,12,"2010-06-25",10562.29,FALSE
1,13,"2011-01-21",35961.99,FALSE
1,17,"2012-10-05",9040.52,FALSE
1,12,"2010-09-24",9705.47,FALSE
1,29,"2010-10-29",4498.64,FALSE
1,24,"2012-05-11",4449.04,FALSE
1,30,"2011-11-04",2670.86,FALSE
1,3,"2011-09-23",9755.56,FALSE
1,26,"2010-09-17",5000.9,FALSE
1,13,"2010-07-16",40150,FALSE
1,14,"2011-04-01",13136.1,FALSE
1,24,"2012-03-02",6269.69,FALSE
1,12,"2010-11-19",7984.58,FALSE
1,16,"2012-05-25",42922.55,FALSE
1,21,"2010-11-26",9093.19,TRUE
1,31,"2011-01-14",4002,FALSE
1,2,"2010-08-13",45475.69,FALSE
1,3,"2012-06-08",8614.64,FALSE
1,9,"2010-10-15",32288.91,FALSE
1,19,"2011-07-22",689.39,FALSE
1,26,"2012-03-09",7890.21,FALSE
1,23,"2010-10-22",17609.38,FALSE
1,17,"2010-06-04",9212.09,FALSE
1,11,"2010-09-10",16107.93,TRUE
1,6,"2010-10-08",4168.36,FALSE
1,14,"2010-09-24",11847.72,FALSE
1,19,"2012-08-10",875.1,FALSE
1,5,"2011-05-27",16613.98,FALSE
1,11,"2011-05-13",25332.93,FALSE
1,16,"2010-09-10",22643.73,TRUE
1,1,"2011-08-26",14537.37,FALSE
1,21,"2012-10-05",7790.01,FALSE
1,14,"2012-04-27",14904.8,FALSE
1,31,"2010-12-17",4382,FALSE
1,9,"2012-10-12",37126.23,FALSE
1,24,"2010-07-30",7541.56,FALSE
1,29,"2010-09-17",3959.42,FALSE
1,24,"2011-10-21",7007.77,FALSE
1,11,"2012-04-13",21874.45,FALSE
1,27,"2012-10-05",1492.09,FALSE
1,14,"2010-07-16",13550.19,FALSE
1,7,"2011-12-16",69511.06,FALSE
1,28,"2011-11-25",526.29,TRUE
1,29,"2012-03-02",5082.59,FALSE
1,5,"2011-08-05",21183.42,FALSE
1,2,"2012-09-14",44493.61,FALSE
1,29,"2011-07-29",2978.08,FALSE
1,17,"2011-08-12",8893.77,FALSE
1,14,"2010-04-09",12874.07,FALSE
1,29,"2010-02-05",7024.95,FALSE
1,13,"2011-04-08",38076.86,FALSE
1,10,"2012-09-14",31705.09,FALSE
1,29,"2010-03-19",5406.4,FALSE
1,12,"2012-06-22",9606.33,FALSE
1,4,"2010-10-08",35772.82,FALSE
1,9,"2012-05-18",26160.37,FALSE
1,7,"2011-07-15",14805.42,FALSE
1,27,"2011-12-23",5131.93,FALSE
1,13,"2012-10-05",43746.89,FALSE
1,24,"2010-06-25",4590.68,FALSE
1,26,"2010-06-18",6336.16,FALSE
1,25,"2010-10-29",10949.11,FALSE
1,26,"2011-06-10",5711.42,FALSE
1,9,"2011-03-18",33823.26,FALSE
1,23,"2011-07-08",19567.15,FALSE
1,4,"2012-06-29",39758.77,FALSE
1,3,"2010-10-15",9735.73,FALSE
1,13,"2010-10-08",42139.25,FALSE
1,22,"2011-01-07",7742.97,FALSE
1,14,"2011-05-06",15820.88,FALSE
1,9,"2011-04-08",27560.77,FALSE
1,24,"2012-08-10",8870.23,FALSE
1,9,"2011-08-12",18708.23,FALSE
1,19,"2012-08-24",1328.49,FALSE
1,27,"2010-07-30",882.13,FALSE
1,29,"2011-12-02",5466.91,FALSE
1,5,"2012-05-11",17277.63,FALSE
1,21,"2010-11-12",7969.61,FALSE
1,23,"2010-11-12",21370.42,FALSE
1,25,"2010-05-28",11229.88,FALSE
1,26,"2012-04-13",6095.14,FALSE
1,17,"2012-01-20",7968.85,FALSE
1,7,"2011-06-10",38569.49,FALSE
1,25,"2011-11-25",11997.22,TRUE
1,11,"2012-07-13",25922.59,FALSE
1,4,"2012-07-27",35197.59,FALSE
1,10,"2010-11-05",31543.83,FALSE
1,29,"2011-02-11",6388.13,TRUE
1,16,"2012-09-14",14646.37,FALSE
1,4,"2011-01-07",37947.8,FALSE
1,28,"2012-06-08",389.31,FALSE
1,10,"2011-01-07",24500.27,FALSE
1,8,"2012-04-27",38531.76,FALSE
1,27,"2012-01-06",1788.6,FALSE
1,23,"2012-06-15",24836.02,FALSE
1,12,"2012-01-06",7634.97,FALSE
1,6,"2011-06-10",3079.94,FALSE
1,13,"2010-02-26",37467.32,FALSE
1,8,"2010-12-24",41864,FALSE
1,31,"2011-03-18",1680.84,FALSE
1,9,"2011-06-10",27241.97,FALSE
1,30,"2011-05-06",3759.18,FALSE
1,14,"2010-11-05",14092.03,FALSE
1,14,"2010-04-02",14333.75,FALSE
1,2,"2012-08-31",50995.5,FALSE
1,19,"2012-02-10",973.9,TRUE
1,9,"2011-03-25",37050.06,FALSE
1,3,"2011-02-18",11724.98,FALSE
1,25,"2010-11-05",10713.05,FALSE
1,31,"2011-12-02",1921.19,FALSE
1,4,"2012-09-14",35044.06,FALSE
1,26,"2010-06-11",5737.18,FALSE
1,4,"2012-05-11",35840.06,FALSE
1,18,"2012-10-26",17934.28,FALSE
1,12,"2012-07-27",11109.25,FALSE
1,16,"2012-02-24",19874.3,FALSE
1,5,"2011-04-08",22393.09,FALSE
1,10,"2012-02-10",37764.38,TRUE
1,22,"2011-06-17",7918.89,FALSE
1,16,"2012-06-01",45508.72,FALSE
1,8,"2010-02-19",38717.6,FALSE
1,7,"2011-12-30",38216.01,TRUE
1,22,"2010-03-19",9338.09,FALSE
1,11,"2010-11-19",23243.67,FALSE
1,19,"2012-03-23",1057.43,FALSE
1,2,"2011-10-21",42487.67,FALSE
1,25,"2010-04-30",11435.6,FALSE
1,6,"2010-07-09",4986.25,FALSE
1,31,"2010-11-05",2618.32,FALSE
1,19,"2012-04-13",753.73,FALSE
1,23,"2010-12-10",31241.47,FALSE
1,8,"2011-03-25",32558.92,FALSE
1,29,"2012-07-06",3925.61,FALSE
1,8,"2012-08-17",36294.18,FALSE
1,31,"2010-05-28",1480.88,FALSE
1,28,"2011-02-18",905.99,FALSE
1,14,"2010-11-12",13837.16,FALSE
1,26,"2011-01-28",5285.36,FALSE
1,10,"2011-01-14",23058.41,FALSE
1,18,"2010-09-03",132,FALSE
1,16,"2010-03-05",17129.81,FALSE
1,26,"2012-04-20",6869.49,FALSE
1,27,"2012-02-17",2538.15,FALSE
1,7,"2012-09-21",22542.44,FALSE
1,7,"2010-05-28",36911.59,FALSE
1,4,"2012-06-29",39758.77,FALSE
1,21,"2010-12-10",9160.14,FALSE
1,14,"2012-02-17",21324.12,FALSE
1,21,"2011-05-13",7135.34,FALSE
1,31,"2010-04-02",1601,FALSE
1,24,"2010-04-30",4628.59,FALSE
1,7,"2012-04-06",27171.41,FALSE
1,10,"2010-12-10",28569.66,FALSE
1,21,"2011-03-11",7731.5,FALSE
1,6,"2010-10-01",2876.19,FALSE
