Store,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday
2,3/11/11,52.7,3.459,NA,NA,NA,NA,NA,213.7646401,8.028,FALSE
2,3/18/11,62.32,3.488,NA,NA,NA,NA,NA,214.0156238,8.028,FALSE
2,3/25/11,69.42,3.473,NA,NA,NA,NA,NA,214.2521573,8.028,FALSE
2,4/1/11,55.43,3.524,NA,NA,NA,NA,NA,214.4886908,7.931,FALSE
2,4/8/11,67,3.622,NA,NA,NA,NA,NA,214.7252242,7.931,FALSE
2,4/15/11,69.48,3.743,NA,NA,NA,NA,NA,214.9420631,7.931,FALSE
2,4/22/11,69.39,3.807,NA,NA,NA,NA,NA,215.1096657,7.931,FALSE
2,4/29/11,69.21,3.81,NA,NA,NA,NA,NA,215.2772683,7.931,FALSE
2,5/6/11,61.48,3.906,NA,NA,NA,NA,NA,215.4448709,7.931,FALSE
2,5/13/11,74.61,3.899,NA,NA,NA,NA,NA,215.6124735,7.931,FALSE
2,5/20/11,67.14,3.907,NA,NA,NA,NA,NA,215.3834778,7.931,FALSE
2,5/27/11,76.42,3.786,NA,NA,NA,NA,NA,215.1544822,7.931,FALSE
2,6/3/11,83.07,3.699,NA,NA,NA,NA,NA,214.9254865,7.931,FALSE
2,6/10/11,83.4,3.648,NA,NA,NA,NA,NA,214.6964908,7.931,FALSE
2,6/17/11,86.53,3.637,NA,NA,NA,NA,NA,214.6513538,7.931,FALSE
2,6/24/11,85.17,3.594,NA,NA,NA,NA,NA,214.7441108,7.931,FALSE
2,7/1/11,85.69,3.524,NA,NA,NA,NA,NA,214.8368678,7.852,FALSE
2,7/8/11,87.7,3.48,NA,NA,NA,NA,NA,214.9296249,7.852,FALSE
2,7/15/11,89.83,3.575,NA,NA,NA,NA,NA,215.0134426,7.852,FALSE
2,7/22/11,89.34,3.651,NA,NA,NA,NA,NA,215.0749122,7.852,FALSE
2,7/29/11,90.07,3.682,NA,NA,NA,NA,NA,215.1363819,7.852,FALSE
2,8/5/11,93.34,3.684,NA,NA,NA,NA,NA,215.1978515,7.852,FALSE
2,8/12/11,91.58,3.638,NA,NA,NA,NA,NA,215.2593211,7.852,FALSE
2,8/19/11,89.86,3.554,NA,NA,NA,NA,NA,215.3229307,7.852,FALSE
2,8/26/11,90.45,3.523,NA,NA,NA,NA,NA,215.386897,7.852,FALSE
2,9/2/11,89.64,3.533,NA,NA,NA,NA,NA,215.4508632,7.852,FALSE
2,9/9/11,77.97,3.546,NA,NA,NA,NA,NA,215.5148295,7.852,TRUE
2,9/16/11,78.85,3.526,NA,NA,NA,NA,NA,215.6944378,7.852,FALSE
2,9/23/11,75.58,3.467,NA,NA,NA,NA,NA,216.0282356,7.852,FALSE
2,9/30/11,78.14,3.355,NA,NA,NA,NA,NA,216.3620333,7.852,FALSE
2,10/7/11,69.92,3.285,NA,NA,NA,NA,NA,216.6958311,7.441,FALSE
2,10/14/11,71.67,3.274,NA,NA,NA,NA,NA,217.0048261,7.441,FALSE
2,10/21/11,64.53,3.353,NA,NA,NA,NA,NA,217.1650042,7.441,FALSE
2,10/28/11,65.87,3.372,NA,NA,NA,NA,NA,217.3251824,7.441,FALSE
2,11/4/11,55.53,3.332,NA,NA,NA,NA,NA,217.4853605,7.441,FALSE
2,11/11/11,59.33,3.297,10797.64,20445,443.32,4754.07,4787.16,217.6455387,7.441,FALSE
2,11/18/11,62.01,3.308,6490.92,1217.76,152.12,873.82,7656.42,217.8670218,7.441,FALSE
2,11/25/11,56.36,3.236,919.71,62,77451.26,23,1589.43,218.1130269,7.441,TRUE
2,12/2/11,48.74,3.172,8010.99,83.47,1897.27,4444,28238.93,218.3590319,7.441,FALSE
2,12/9/11,41.76,3.158,11472.59,40,306.43,4160.55,8899.08,218.605037,7.441,FALSE
2,12/16/11,50.13,3.159,4908.83,61.03,341.49,469.8,4744.27,218.8217928,7.441,FALSE
2,12/23/11,46.66,3.112,2971.04,15.18,1501.75,88.76,6437.61,218.9995495,7.441,FALSE
2,12/30/11,44.57,3.129,8321.44,92523.94,139.53,1515.4,3027.69,219.1773063,7.441,TRUE
2,1/6/12,46.75,3.157,5886.72,37454.29,121.16,2388.92,7103.97,219.355063,7.057,FALSE
2,1/13/12,45.99,3.261,4414.72,12092.63,98.38,708.18,4245.6,219.5328198,7.057,FALSE
2,1/20/12,51.7,3.268,6552.26,4355.69,105.97,1703.1,3376.03,219.6258417,7.057,FALSE
2,1/27/12,50.5,3.29,1920.15,1507.56,86.09,43.4,2613.53,219.7188636,7.057,FALSE
